timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Осадки (не достигают поверхности земли),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с","Пыльная (песчаная) буря, слабая или умеренная, ослабела"
1594353600,"Пятница, 10 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,14.8,,80.1,,,,,северо-западный,,,,,1.0,
1594357200,"Пятница, 10 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,16.9,,70.9,,,,,западный,,,,,1.0,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,18.6,,58.9,,,,,западный,1.0,,,,1.0,
1594364400,"Пятница, 10 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,19.3,,53.0,,,,,западный,,,,,2.0,
1594368000,"Пятница, 10 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,20.4,,53.7,,,,,западный,,,,,1.0,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,18.9,,52.2,,,,,западный,4.0,,,,2.0,
1594375200,"Пятница, 10 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,21.6,,43.6,,,,,западный,,,,,2.0,
1594378800,"Пятница, 10 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,21.3,,42.6,,,,,западный,,,,,2.0,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,21.1,,43.2,,,,,западный,2.0,,,,1.0,
1594386000,"Пятница, 10 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,22.2,,40.4,,,,,юго-западный,,,,,2.0,
1594389600,"Пятница, 10 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,21.6,,39.9,,,,,западный,,,,,1.0,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,756.0,,,,20.3,,41.2,,,,,юго-западный,2.0,,,23.0,1.0,
1594396800,"Пятница, 10 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,20.9,,37.8,,,,,западный,,,,,2.0,
1594400400,"Пятница, 10 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,19.9,,42.2,,,,,западный,,,,,1.0,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,3.0,756.0,,,,17.3,,61.8,,,,,,10.0,,,,,
1594407600,"Пятница, 10 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,13.4,,82.6,,,,,,,,,,0.0,
1594411200,"Пятница, 10 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,11.9,,89.3,,,,,,,,,,0.0,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,11.3,,91.1,,,,,,2.0,,,,0.0,
1594418400,"Пятница, 10 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,11.6,,91.7,,,,,,,,,,0.0,
1594422000,"Пятница, 10 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,11.3,,91.1,,,,,,,,,,0.0,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,757.0,,,,10.9,,91.7,,,,,,0.0,,,,0.0,
1594429200,"Суббота, 11 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,10.5,,91.7,,,,,,,,,,0.0,
1594432800,"Суббота, 11 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,11.7,,89.9,,,,,,,,,,0.0,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,,10.0,756.0,,,,14.3,,77.9,,,10.5,,юго-восточный,10.0,,,,1.0,
1594440000,"Суббота, 11 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,15.8,,70.3,,,,,юго-восточный,,,,,1.0,
1594443600,"Суббота, 11 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,18.0,,61.5,,,,,южный,,,,,2.0,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,20.4,,52.3,,,,,южный,7.0,,,,3.0,
1594450800,"Суббота, 11 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,19.4,,57.5,,,,,южный,,,,,2.0,
1594454400,"Суббота, 11 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,21.3,,54.3,,,,,южный,,,,,3.0,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,23.4,,50.7,,,,,южный,9.0,,,,3.0,
1594461600,"Суббота, 11 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,24.6,,49.0,,,,,южный,,,,,3.0,
1594465200,"Суббота, 11 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,25.2,,47.3,,,,,южный,,,,,3.0,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,10.0,754.0,,,,24.3,,49.9,,,,,южный,7.0,,,,3.0,
1594472400,"Суббота, 11 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,23.4,,58.9,,,,,южный,,,,,2.0,
1594476000,"Суббота, 11 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,25.3,,48.9,,,,,южный,,,,,3.0,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,0.3,,,,,,,,,,,,10.0,753.0,,,,24.7,,50.4,,,,True,южный,7.0,,,25.6,3.0,
1594483200,"Суббота, 11 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,24.1,,52.5,,,,,южный,,,,,2.0,
1594486800,"Суббота, 11 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,21.2,,70.8,,,,,южный,,,,,2.0,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,753.0,,,,21.6,,66.5,,,,,южный,9.0,,,,3.0,
1594494000,"Суббота, 11 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,21.5,,65.2,,,,,южный,,,,,3.0,
1594497600,"Суббота, 11 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,21.0,,68.6,,,,,южный,,,,,2.0,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,753.0,,,,21.0,,71.7,,,,,южный,10.0,,,,2.0,
1594504800,"Суббота, 11 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,20.0,,76.8,,,,,южный,,,,,1.0,
1594508400,"Суббота, 11 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,18.6,,82.7,,,,,южный,,,,,1.0,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,753.0,,,,17.7,,86.9,,,,,,0.0,,,,0.0,
1594515600,"Воскресенье, 12 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,19.4,,83.3,,,,,юго-западный,,,,,1.0,
1594519200,"Воскресенье, 12 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,19.1,,84.9,,,,,западный,,,,,1.0,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,0.5,,,,0.8,,,,,,,,10.0,754.0,,,,19.4,,71.0,,,17.5,,,9.0,,,,0.0,
1594526400,"Воскресенье, 12 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,19.8,,58.8,,,,,северо-западный,,,,,1.0,
1594530000,"Воскресенье, 12 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,20.1,,56.9,,,,,северо-западный,,,,,1.0,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,20.0,,56.1,,,,,северо-западный,10.0,,,,1.0,
1594537200,"Воскресенье, 12 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,19.9,,56.1,,,,,,,,,,0.0,
1594540800,"Воскресенье, 12 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,21.7,,48.9,,,,,юго-восточный,,,,,1.0,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,755.0,,,,23.1,,44.6,,,,,северо-западный,7.0,,,,1.0,
1594548000,"Воскресенье, 12 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,24.8,,41.9,,,,,северо-западный,,,,,1.0,
1594551600,"Воскресенье, 12 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,24.7,,43.0,,,,,,,,,,0.0,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,754.0,,,,23.5,,48.7,,,,,северный,7.0,,,,1.0,
1594558800,"Воскресенье, 12 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,23.1,,48.0,,,,,северный,,,,,1.0,
1594562400,"Воскресенье, 12 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,21.1,,57.9,,,,,северный,,,,,1.0,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,,,,10.0,753.0,,,,19.4,,60.6,,,,,северный,10.0,,,25.1,1.0,
1594569600,"Воскресенье, 12 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,17.0,,67.7,,,,,северный,,,,,1.0,
1594573200,"Воскресенье, 12 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,16.7,,64.6,,,,,северный,,,,,1.0,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,754.0,,,,15.3,,75.0,,,,,,7.0,,,,0.0,
1594580400,"Воскресенье, 12 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,14.4,,83.8,,,,,,,,,,0.0,
1594584000,"Воскресенье, 12 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,14.0,,87.7,,,,,,,,,,0.0,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,753.0,,,,13.7,,88.9,,,,,,7.0,,,,0.0,
1594591200,"Воскресенье, 12 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,13.6,,90.1,,,,,,,,,,0.0,
1594594800,"Воскресенье, 12 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,13.4,,91.8,,,,,,,,,,0.0,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,753.0,,,,14.1,,91.3,,,,,,10.0,,,,0.0,
1594602000,"Понедельник, 13 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,13.9,,91.9,,,,,,,,,,0.0,
1594605600,"Понедельник, 13 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,14.0,,91.3,,,,,,,,,,0.0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,0,,,,менее 0.1,,,,,,,,10.0,752.0,,,,15.0,,87.3,,,13.4,,,6.0,,,,0.0,
1594612800,"Понедельник, 13 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,16.3,,83.0,,,,,,,,,,0.0,
1594616400,"Понедельник, 13 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,17.9,,76.9,,,,,северо-восточный,,,,,1.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,751.0,,,,20.0,,70.6,,,,,,2.0,,,,0.0,
1594623600,"Понедельник, 13 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,21.3,,69.5,,,,,северный,,,,,1.0,
1594627200,"Понедельник, 13 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,22.1,,67.5,,,,,северо-восточный,,,,,1.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,750.0,,,,24.4,,62.6,,,,,северо-восточный,2.0,,,,1.0,
1594634400,"Понедельник, 13 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,24.9,,63.5,,,,,восточный,,,,,1.0,
1594638000,"Понедельник, 13 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,26.7,,57.8,,,,,юго-восточный,,,,,1.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,749.0,,,,28.0,,53.2,,,,,,7.0,,,,0.0,
1594645200,"Понедельник, 13 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,26.5,,57.7,,,,,северо-восточный,,,,,1.0,
1594648800,"Понедельник, 13 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,26.1,,60.2,,,,,,,,,,0.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,748.0,,,True,25.3,,64.0,,,,,северо-западный,10.0,,,28.4,1.0,
1594656000,"Понедельник, 13 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,18.1,,92.1,,,,,западный,,,,,2.0,
1594659600,"Понедельник, 13 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,18.3,,93.3,,,,,,,,,,0.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,10.0,,,,,,,,,,,,,,10.0,748.0,,,,19.5,,93.4,,,,,северный,10.0,True,,,1.0,
1594666800,"Понедельник, 13 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,19.1,,93.9,,,,,северный,,,,,1.0,
1594670400,"Понедельник, 13 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,18.9,,93.9,,,,,юго-западный,,,,,1.0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,True,,,,,,,,,,,,,,,10.0,748.0,,,,18.1,,93.9,,,,,северо-западный,10.0,,,,1.0,
1594677600,"Понедельник, 13 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,17.8,,94.5,,,,,,,,,,0.0,
1594681200,"Понедельник, 13 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,17.6,,94.5,,,,,,,,,,0.0,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,748.0,,,,17.2,,93.8,,,,True,,10.0,,,,0.0,
1594688400,"Вторник, 14 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,17.0,,93.8,,,,,,,,,,0.0,
1594692000,"Вторник, 14 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,17.5,,93.9,,,,,,,,,,0.0,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,48,,,,48,,,,,,,,10.0,748.0,,,,17.9,,93.9,,,16.8,,,10.0,,,,0.0,
1594699200,"Вторник, 14 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,17.9,,94.5,,,,,северо-западный,,,,,1.0,
1594702800,"Вторник, 14 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,17.9,,93.9,,,,,северо-западный,,,,,1.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,749.0,,,,18.4,,93.3,,,,,северо-западный,10.0,,,,1.0,
1594710000,"Вторник, 14 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,18.4,,85.4,,,,,северный,,,,,1.0,
1594713600,"Вторник, 14 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,19.0,,81.7,,,,,северный,,,,,1.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,750.0,,,,19.7,,78.2,,,,,северный,10.0,,,,1.0,
1594720800,"Вторник, 14 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,20.0,,77.8,,,,,северный,,,,,1.0,
1594724400,"Вторник, 14 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,19.3,,78.7,,,,,северный,,,,,2.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,749.0,,,,19.9,,74.8,,,,,северный,10.0,,,,2.0,
1594731600,"Вторник, 14 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,20.9,,70.3,,,,,северный,,,,,2.0,
1594735200,"Вторник, 14 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,20.6,,71.2,,,,,северный,,,,,1.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,748.0,,,,21.3,,69.5,,,,,северный,7.0,,,21.4,2.0,
1594742400,"Вторник, 14 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,20.2,,72.5,,,,,северный,,,,,2.0,
1594746000,"Вторник, 14 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,19.6,,73.8,,,,,северный,,,,,2.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,747.0,,,,18.8,,75.1,,,,,северный,10.0,,,,2.0,
1594753200,"Вторник, 14 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,18.6,,76.5,,,,,северный,,,,,1.0,
1594756800,"Вторник, 14 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,17.8,,83.7,,,,,северо-восточный,,,,,2.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744.0,,,,17.2,True,90.3,,,,,северо-восточный,10.0,,,,2.0,
1594764000,"Вторник, 14 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,17.1,,90.9,,,,,северо-восточный,,,,,2.0,
1594767600,"Вторник, 14 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,16.9,,90.3,,,,,северо-восточный,,,,,2.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744.0,,,,17.3,,89.2,,,,True,северо-восточный,10.0,,,,2.0,
1594774800,"Среда, 15 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,17.0,,92.1,,,,,северо-восточный,,,,,1.0,
1594778400,"Среда, 15 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,17.3,,92.1,,,,,северо-восточный,,,,,1.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,6,,,,6,,,,,,,,4.0,744.0,,,,17.8,,92.1,,,16.9,True,восточный,10.0,,,,1.0,
1594785600,"Среда, 15 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,19.2,,91.0,,,,,,,,,,0.0,
1594789200,"Среда, 15 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,20.5,,84.5,,,,,юго-восточный,,,,,2.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,744.0,,,,21.7,,72.3,,,,,южный,7.0,,,,3.0,
1594796400,"Среда, 15 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,22.7,,64.2,,,,,южный,,,,,3.0,
1594800000,"Среда, 15 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,23.9,,57.8,,,,,юго-восточный,,,,,2.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,25.7,,51.9,,,,,юго-восточный,,,,,2.0,
1594807200,"Среда, 15 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,25.7,,51.9,,,,,юго-восточный,,,,,2.0,
1594810800,"Среда, 15 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,25.8,,49.4,,,,,юго-восточный,,,,,2.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744.0,,,,24.1,,56.1,,,,,восточный,7.0,,,,1.0,
1594818000,"Среда, 15 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,21.3,,70.9,,,,,,,,,,0.0,
1594821600,"Среда, 15 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,21.6,,73.2,,,,,,,,,,0.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,11.0,,0.8,,,,,True,,,,,,,10.0,744.0,,,,23.2,,63.1,,,,,,6.0,,,26.4,0.0,
1594828800,"Среда, 15 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,21.5,,74.6,,,,,,,,,,0.0,
1594832400,"Среда, 15 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,20.5,,74.4,,,,,южный,,,,,2.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,745.0,,,,19.2,,65.6,,,,,южный,9.0,,,,1.0,
1594839600,"Среда, 15 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,18.4,,70.8,,,,,,,,,,0.0,
1594843200,"Среда, 15 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,17.6,,75.4,,,,,юго-восточный,,,,,1.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745.0,,,,17.3,,76.3,,,,,юго-восточный,9.0,,,,2.0,
1594850400,"Среда, 15 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,16.0,,80.2,,,,,юго-восточный,,,,,1.0,
1594854000,"Среда, 15 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,15.8,,78.6,,,,,юго-восточный,,,,,1.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744.0,,,,15.6,,80.2,,,,,юго-восточный,10.0,,,,1.0,
1594861200,"Четверг, 16 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,15.4,,81.8,,,,,юго-восточный,,,,,1.0,
1594864800,"Четверг, 16 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,15.2,,81.2,,,,,юго-восточный,,,,,1.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,0,,,,0.8,,,,,,,,10.0,744.0,,,,15.3,,77.5,,,15.2,,юго-восточный,10.0,,,,1.0,
1594872000,"Четверг, 16 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,15.0,,80.1,,,,,юго-восточный,,,,,2.0,
1594875600,"Четверг, 16 июля
05:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,14.5,,87.8,,,,,юго-восточный,,,,,1.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744.0,,,,15.2,,83.9,,,14.3,True,юго-восточный,10.0,,,,2.0,
1594882800,"Четверг, 16 июля
07:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,15.2,,87.3,,,,,юго-восточный,,,,,2.0,
1594886400,"Четверг, 16 июля
08:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,15.2,,89.0,,,,,юго-восточный,,,,,1.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745.0,,,,16.4,,86.3,,,,True,юго-восточный,10.0,,,,2.0,
1594893600,"Четверг, 16 июля
10:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,17.4,,84.2,,,,,юго-восточный,,,,,2.0,
1594897200,"Четверг, 16 июля
11:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,16.2,,89.1,,,,,юго-восточный,,,,,2.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746.0,,,,16.0,,92.0,,,,,юго-восточный,10.0,True,,,2.0,
1594904400,"Четверг, 16 июля
13:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,16.7,,90.9,,,,,юго-восточный,,,,,2.0,
1594908000,"Четверг, 16 июля
14:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,16.7,,89.1,,,,,юго-восточный,,,,,2.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,8,,,,,,,,,True,,,10.0,746.0,,,,16.2,,90.8,,,,,юго-восточный,10.0,,,17.7,2.0,
1594915200,"Четверг, 16 июля
16:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,16.4,,90.8,,,,,южный,,,,,2.0,
1594918800,"Четверг, 16 июля
17:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,16.6,,90.9,,,,,южный,,,,,2.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746.0,,,,16.3,,91.4,,,,True,южный,10.0,,,,1.0,
1594926000,"Четверг, 16 июля
19:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,15.8,,92.0,,,,,южный,,,,,2.0,
1594929600,"Четверг, 16 июля
20:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,15.8,,92.0,,,,,южный,,,,,1.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746.0,,,,16.0,,90.2,,,,,юго-западный,7.0,,,,1.0,
1594936800,"Четверг, 16 июля
22:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,15.7,,90.2,,,,,юго-западный,,,,,1.0,
1594940400,"Четверг, 16 июля
23:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,15.6,,90.2,,,,,западный,,,,,1.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,747.0,,,,15.4,,89.6,,,,,западный,6.0,,,,1.0,
1594947600,"Пятница, 17 июля
01:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,15.6,,88.5,,,,,западный,,,,,1.0,
1594951200,"Пятница, 17 июля
02:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,15.7,,89.0,,,,,юго-западный,,,,,1.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,4,,,,12,,,,,,,,10.0,748.0,,,,15.7,,87.9,,,15.4,,юго-западный,10.0,,,,2.0,
1594958400,"Пятница, 17 июля
04:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,16.1,,88.5,,,,,юго-западный,,,,,1.0,
