timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Осадки (не достигают поверхности земли),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с","Пыльная (песчаная) буря, слабая или умеренная, ослабела"
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,758.0,,,,16.0,,54.7,,,,,западный,5.0,,,,2.0,
1599904800,"Суббота, 12 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,15.9,,53.6,,,,,западный,,,,,2.0,
1599908400,"Суббота, 12 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,16.3,,51.2,,,,,западный,,,,,2.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,758.0,,,,16.9,,47.6,,,,,западный,7.0,,,,2.0,
1599915600,"Суббота, 12 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,16.3,,50.5,,,,,юго-западный,,,,,1.0,
1599919200,"Суббота, 12 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,16.2,,50.4,,,,,юго-западный,,,,,2.0,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,758.0,,,,14.9,,57.5,,,,,,10.0,,,17.2,0.0,
1599926400,"Суббота, 12 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,13.1,,67.9,,,,,южный,,,,,1.0,
1599930000,"Суббота, 12 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,12.2,,73.5,,,,,южный,,,,,1.0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,758.0,,,,12.5,,73.5,,,,,южный,2.0,,,,1.0,
1599937200,"Суббота, 12 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,11.6,,78.5,,,,,южный,,,,,1.0,
1599940800,"Суббота, 12 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,11.4,,79.6,,,,,южный,,,,,1.0,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,757.0,,,,11.6,,78.0,,,,,южный,2.0,,,,1.0,
1599948000,"Суббота, 12 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,11.3,,78.5,,,,,южный,,,,,1.0,
1599951600,"Суббота, 12 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,11.0,,79.0,,,,,южный,,,,,2.0,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,11.3,,75.3,,,,,южный,6.0,,,,2.0,
1599958800,"Воскресенье, 13 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,10.4,,78.9,,,,,южный,,,,,1.0,
1599962400,"Воскресенье, 13 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,9.5,,82.1,,,,,южный,,,,,2.0,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,,10.0,754.0,,,,9.3,,82.1,,,9.3,,южный,7.0,,,,2.0,
1599969600,"Воскресенье, 13 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,9.6,,80.4,,,,,южный,,,,,2.0,
1599973200,"Воскресенье, 13 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,10.6,,76.3,,,,,южный,,,,,3.0,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,753.0,,,,12.3,,70.5,,,,,южный,7.0,,,,3.0,
1599980400,"Воскресенье, 13 сентября
07:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,14.2,,64.9,,,,,южный,,,,,4.0,
1599984000,"Воскресенье, 13 сентября
08:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,15.2,,61.3,,,,,южный,,,,,4.0,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,,,,10.0,750.0,,,,15.7,,62.2,,,,,южный,10.0,,,,3.0,
1599991200,"Воскресенье, 13 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,15.9,,62.7,,,,,юго-западный,,,,,4.0,
1599994800,"Воскресенье, 13 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,14.3,,81.6,,,,,юго-западный,,,,,2.0,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,10.0,True,,,,,,,,,,,,,10.0,750.0,,,,14.1,,84.9,,,,,юго-западный,10.0,,,,3.0,
1600002000,"Воскресенье, 13 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,14.2,,84.9,,,,,западный,,,,,2.0,
1600005600,"Воскресенье, 13 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,14.2,,82.7,,,,,юго-западный,,,,,1.0,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,2,,,,,,,,,,,,10.0,749.0,,,,14.1,,80.5,,,,True,западный,10.0,,,16.1,1.0,
1600012800,"Воскресенье, 13 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,14.0,,78.4,,,,,западный,,,,,2.0,
1600016400,"Воскресенье, 13 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,13.4,,72.7,,,,,западный,,,,,2.0,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,749.0,,,,12.2,,77.6,,,,,западный,2.0,,,,1.0,
1600023600,"Воскресенье, 13 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,11.6,,76.4,,,,,западный,,,,,2.0,
1600027200,"Воскресенье, 13 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,11.5,,76.9,,,,,западный,,,,,2.0,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,750.0,,,,10.7,,80.6,,,,,западный,0.0,,,,1.0,
1600034400,"Воскресенье, 13 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,749.0,,,,10.2,,82.2,,,,,западный,,,,,1.0,
1600038000,"Воскресенье, 13 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,10.0,,82.7,,,,,западный,,,,,1.0,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,750.0,,,,9.3,,85.5,,,,,,0.0,,,,0.0,
1600045200,"Понедельник, 14 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,9.1,,86.1,,,,,западный,,,,,1.0,
1600048800,"Понедельник, 14 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,9.0,,86.1,,,,,западный,,,,,1.0,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,0,,,,2,,,,,,,,10.0,750.0,,,,8.6,,87.2,,,8.6,,,0.0,,,,0.0,
1600056000,"Понедельник, 14 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,9.0,,86.1,,,,,,,,,,0.0,
1600059600,"Понедельник, 14 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,9.8,,83.3,,,,,западный,,,,,1.0,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,750.0,,,,10.4,,80.5,,,,,западный,10.0,,,,2.0,
1600066800,"Понедельник, 14 сентября
07:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,11.7,,75.4,,,,,западный,,,,,3.0,
1600070400,"Понедельник, 14 сентября
08:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,11.6,,74.4,,,,,западный,,,,,2.0,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,751.0,,,,12.9,,65.5,,,,,западный,9.0,,,,3.0,
1600077600,"Понедельник, 14 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,14.5,,60.3,,,,,западный,,,,,2.0,
1600081200,"Понедельник, 14 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,14.4,,59.8,,,,,западный,,,,,3.0,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,751.0,,,,15.5,,55.0,,,,,западный,5.0,,,,2.0,
1600088400,"Понедельник, 14 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,15.1,,56.0,,,,,западный,,,,,2.0,
1600092000,"Понедельник, 14 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,15.5,,53.1,,,,,западный,,,,,3.0,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,751.0,,,,14.4,,55.8,,,,,западный,0.0,,,16.0,2.0,
1600099200,"Понедельник, 14 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,12.2,,66.3,,,,,,,,,,0.0,
1600102800,"Понедельник, 14 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,11.4,,69.9,,,,,западный,,,,,1.0,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,751.0,,,,10.9,,72.2,,,,,западный,0.0,,,,1.0,
1600110000,"Понедельник, 14 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,10.4,,74.2,,,,,,,,,,0.0,
1600113600,"Понедельник, 14 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,10.6,,71.7,,,,,западный,,,,,2.0,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,10.0,,,,,,,,,,,,,,10.0,752.0,,,,9.2,,86.7,,,,,западный,5.0,True,,,2.0,
1600120800,"Понедельник, 14 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,9.1,,86.7,,,,,западный,,,,,1.0,
1600124400,"Понедельник, 14 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.4,,87.2,,,,,западный,,,,,1.0,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,752.0,,,,8.0,,88.4,,,,,западный,2.0,,,,1.0,
1600131600,"Вторник, 15 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,7.7,,89.0,,,,,северо-западный,,,,,1.0,
1600135200,"Вторник, 15 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.0,,88.4,,,,,западный,,,,,2.0,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,3,,,,3,,,,,,,,10.0,752.0,,,,7.8,,89.0,,,7.6,,западный,7.0,,,,1.0,
1600142400,"Вторник, 15 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,8.1,,88.4,,,,,западный,,,,,1.0,
1600146000,"Вторник, 15 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,9.5,,85.0,,,,,западный,,,,,2.0,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,752.0,,,,10.6,,81.7,,,,,западный,6.0,,,,2.0,
1600153200,"Вторник, 15 сентября
07:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,13.2,,68.8,,,,,западный,,,,,2.0,
1600156800,"Вторник, 15 сентября
08:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,14.6,,59.1,,,,,северо-западный,,,,,2.0,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,,,,10.0,752.0,,,,14.3,,56.2,,,,,северо-западный,7.0,,,,2.0,
1600164000,"Вторник, 15 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,16.2,,47.7,,,,,северо-западный,,,,,2.0,
1600167600,"Вторник, 15 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,15.8,,46.6,,,,,северо-западный,,,,,2.0,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,10.0,752.0,,,,15.3,,49.5,,,,,северо-западный,2.0,,,,3.0,
1600174800,"Вторник, 15 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,14.8,,54.0,,,,,северо-западный,,,,,2.0,
1600178400,"Вторник, 15 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,13.6,,54.9,,,,,северо-западный,,,,,2.0,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,10.0,,0,,,,,,,,,,,True,10.0,753.0,,,,13.0,,57.9,,,,,северо-западный,5.0,,,16.2,2.0,
1600185600,"Вторник, 15 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,753.0,,,,11.2,,70.3,,,,,северо-западный,,,,,1.0,
1600189200,"Вторник, 15 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,11.1,,66.5,,,,,западный,,,,,2.0,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,754.0,,,,10.2,,69.6,,,,,западный,7.0,,,,2.0,
1600196400,"Вторник, 15 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,9.8,,74.6,,,,,северо-западный,,,,,1.0,
1600200000,"Вторник, 15 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,8.6,,84.3,,,,,,,,,,0.0,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,755.0,,,,8.4,,82.0,,,,,северо-западный,0.0,,,,1.0,
1600207200,"Вторник, 15 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,7.1,,87.1,,,,,,,,,,0.0,
1600210800,"Вторник, 15 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,8.3,,82.5,,,,,северо-западный,,,,,1.0,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,7.4,,84.1,,,,,северо-западный,0.0,,,,1.0,
1600218000,"Среда, 16 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,6.8,,86.5,,,,,,,,,,0.0,
1600221600,"Среда, 16 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,6.7,,88.3,,,,,,,,,,0.0,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,0.1,,,,0.1,,,,,,,,10.0,757.0,,,,6.5,,88.3,,,6.4,,,2.0,,,,0.0,
1600228800,"Среда, 16 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,7.8,,87.2,,,,,,,,,,0.0,
1600232400,"Среда, 16 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,9.0,,83.2,,,,,северо-западный,,,,,1.0,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,758.0,,,,10.4,,78.9,,,6.2,,,7.0,,,,0.0,
1600239600,"Среда, 16 сентября
07:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,11.5,,72.3,,,,,северо-западный,,,,,1.0,
1600243200,"Среда, 16 сентября
08:00 (UTC)",,,,,,,,,,,,,,,,,,759.0,,,,12.7,,64.6,,,,,северо-западный,,,,,1.0,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,759.0,,,,12.6,,61.9,,,,,северо-западный,10.0,,,,1.0,
1600250400,"Среда, 16 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,759.0,,,,12.6,,61.5,,,,,северо-западный,,,,,1.0,
1600254000,"Среда, 16 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,12.8,,59.0,,,,,,,,,,0.0,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,758.0,,,,13.1,,57.9,,,,,,10.0,,,,0.0,
1600261200,"Среда, 16 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,12.5,,64.5,,,,,западный,,,,,1.0,
1600264800,"Среда, 16 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,12.8,,63.3,,,,,,,,,,0.0,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,,10.0,758.0,,,,11.5,,68.5,,,,,,7.0,,,13.4,0.0,
1600272000,"Среда, 16 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,758.0,,,,7.8,,87.8,,,,,,,,,,0.0,
1600275600,"Среда, 16 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,6.5,,92.0,,,,,,,,,,0.0,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,10.0,757.0,,,,6.3,,93.3,,,,,,5.0,,,,0.0,
1600282800,"Среда, 16 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,5.5,,93.3,,,,,,,,,,0.0,
1600286400,"Среда, 16 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,757.0,,,,5.1,,93.2,,,,,,,,,,0.0,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,756.0,,,,5.1,,93.2,,,,,,2.0,,,,0.0,
1600293600,"Среда, 16 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,756.0,,,,5.7,,93.9,,,,,,,,,,0.0,
1600297200,"Среда, 16 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,755.0,,,,7.3,,87.7,,,,,,,,,,0.0,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,754.0,,,,8.2,,80.2,,,,,юго-восточный,5.0,,,,1.0,
1600304400,"Четверг, 17 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,754.0,,,,8.1,,80.2,,,,,юго-восточный,,,,,1.0,
1600308000,"Четверг, 17 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,752.0,,,,7.8,,81.9,,,,,юго-восточный,,,,,2.0,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,,10.0,752.0,,,,8.6,,78.6,,,4.9,,юго-восточный,10.0,,,,2.0,
1600315200,"Четверг, 17 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,751.0,,,,9.1,,77.1,,,,,юго-восточный,,,,,2.0,
1600318800,"Четверг, 17 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,750.0,,,,10.3,,75.2,,,,,юго-восточный,,,,,1.0,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,748.0,,,,12.0,,72.9,,,,,юго-восточный,10.0,,,,4.0,
1600326000,"Четверг, 17 сентября
07:00 (UTC)",,,,,,,,,,,,,,,,,,748.0,,,,13.6,,71.8,,,,,юго-восточный,,,,,3.0,
1600329600,"Четверг, 17 сентября
08:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,15.0,,71.5,,,,,юго-восточный,,,,,3.0,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746.0,,,,15.8,,69.3,,,,,юго-восточный,9.0,,,,2.0,
1600336800,"Четверг, 17 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,16.2,,68.0,,,,,южный,,,,,3.0,
1600340400,"Четверг, 17 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,16.6,,68.1,,,,,южный,,,,,3.0,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744.0,,,,17.7,,67.4,,,,,южный,10.0,,,,3.0,
1600347600,"Четверг, 17 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,743.0,,,,17.1,,71.0,,,,,юго-восточный,,,,,1.0,
1600351200,"Четверг, 17 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,742.0,,,,16.3,,78.7,,,,,юго-восточный,,,,,2.0,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",True,,,,0.4,,,,,,,,,,,,10.0,742.0,,,,16.1,,80.8,,,,,юго-восточный,10.0,,,17.8,2.0,
1600358400,"Четверг, 17 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,741.0,,,,15.9,,86.2,,,,,юго-восточный,,,,,2.0,
1600362000,"Четверг, 17 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,740.0,,,,16.0,,88.5,,,,,южный,,,,,1.0,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",True,,,,,,,,,,,,,,,,10.0,740.0,,,,16.0,,90.2,,,,,южный,10.0,,,,2.0,
1600369200,"Четверг, 17 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,739.0,,,,15.7,,88.5,,,,,южный,,,,,3.0,
1600372800,"Четверг, 17 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,739.0,,,,15.2,,89.6,,,,,южный,,,,,2.0,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,True,,,,,,,,,,,,,10.0,739.0,,,,12.1,,91.8,,,,,северо-западный,10.0,,,,1.0,
1600380000,"Четверг, 17 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,739.0,,,,10.2,,89.8,,,,,западный,,,,,3.0,
1600383600,"Четверг, 17 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,740.0,,,,8.8,,90.9,,,,,западный,,,,,2.0,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,10.0,,,,,,,True,,,,,,,10.0,740.0,,,,8.8,,91.5,,,,,западный,9.0,,,,1.0,
1600390800,"Пятница, 18 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,740.0,,,,8.6,,90.3,,,,,юго-западный,,,,,1.0,
1600394400,"Пятница, 18 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,740.0,,,,8.4,,90.3,,,,,юго-западный,,,,,1.0,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,7,,,,8,,,,,,,,10.0,741.0,,,,8.5,,87.8,,,8.4,,юго-западный,10.0,,,,1.0,
1600401600,"Пятница, 18 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,741.0,,,,8.4,,87.8,,,,,юго-западный,,,,,1.0,
1600405200,"Пятница, 18 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,741.0,,,,9.6,,84.4,,,,,юго-западный,,,,,2.0,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742.0,,,,10.5,,81.1,,,8.3,,юго-западный,7.0,,,,2.0,
1600412400,"Пятница, 18 сентября
07:00 (UTC)",,,,,,,,,,,,,,,,,,742.0,,,,12.7,,71.6,,,,,юго-западный,,,,,1.0,
1600416000,"Пятница, 18 сентября
08:00 (UTC)",,,,,,,,,,,,,,,,,,743.0,,,,12.1,,68.6,,,,,юго-западный,,,,,2.0,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743.0,,,,11.9,,70.5,,,,,западный,9.0,,,,2.0,
1600423200,"Пятница, 18 сентября
10:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,11.5,,72.8,,,,,западный,,,,,2.0,
1600426800,"Пятница, 18 сентября
11:00 (UTC)",,,,,,,,,,,,,,,,,,744.0,,,,12.2,,69.6,,,,,юго-западный,,,,,2.0,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,744.0,,,,13.3,,65.2,,,,,западный,7.0,,,,1.0,
1600434000,"Пятница, 18 сентября
13:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,14.6,,58.7,,,,,западный,,,,,1.0,
1600437600,"Пятница, 18 сентября
14:00 (UTC)",,,,,,,,,,,,,,,,,,745.0,,,,13.6,,61.3,,,,,юго-западный,,,,,1.0,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,True,,,10.0,745.0,,,,11.3,,78.0,,,,,западный,7.0,,,14.6,1.0,
1600444800,"Пятница, 18 сентября
16:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,9.7,,87.3,,,,,,,,,,0.0,
1600448400,"Пятница, 18 сентября
17:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,9.5,,84.4,,,,,северо-западный,,,,,2.0,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,746.0,,,,9.0,,84.3,,,,,северо-западный,9.0,,,,2.0,
1600455600,"Пятница, 18 сентября
19:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,8.2,,86.0,,,,,северо-западный,,,,,2.0,
1600459200,"Пятница, 18 сентября
20:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,7.5,,87.1,,,,,северо-западный,,,,,2.0,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,True,,,,,,,10.0,747.0,,,,7.3,,84.1,,,,,северо-западный,7.0,,,,1.0,
1600466400,"Пятница, 18 сентября
22:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,7.2,,86.5,,,,,северо-западный,,,,,2.0,
1600470000,"Пятница, 18 сентября
23:00 (UTC)",,,,,,,,,,,,,,,,,,747.0,,,,7.4,,83.6,,,,,северо-западный,,,,,1.0,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,True,,,,,,,,,,10.0,747.0,,,,6.8,,86.5,,,,,северо-западный,10.0,,,,2.0,
1600477200,"Суббота, 19 сентября
01:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,6.4,,84.6,,,,,западный,,,,,2.0,
1600480800,"Суббота, 19 сентября
02:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,6.3,,85.8,,,,,западный,,,,,2.0,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,0.4,,,,0.4,,,,,,,,10.0,746.0,,,,6.2,,85.8,,,6.2,,западный,10.0,,,,2.0,
1600488000,"Суббота, 19 сентября
04:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,6.4,,87.0,,,,,западный,,,,,2.0,
1600491600,"Суббота, 19 сентября
05:00 (UTC)",,,,,,,,,,,,,,,,,,746.0,,,,7.1,,87.7,,,,,западный,,,,,2.0,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,10.0,747.0,,,,8.2,,86.6,,,,,западный,10.0,,,,2.0,
